old_id,title,created_at,updated_at,contact_old_id,in_market_date,start_date,stage_id,type_id,classification_id,is_new_to_the_world,is_frozen,consumer_opportunity_id,moment_of_consumption_id,business_driver_id,portfolio_profile_id,entity_old_id,category,is_multi_brand,is_replacing_existing_product,replacing_product,is_in_prisma,why_invest_in_this_innovation,unique_experience,story,uniqueness,consumer_insight,early_adopter_persona,source_of_business,universal_key_information_1,universal_key_information_2,universal_key_information_3,universal_key_information_4,universal_key_information_5,pot_picture_1,pot_picture_2,pot_legend_1,pot_legend_2,key_learning_so_far,next_steps,growth_model,is_earning_any_money_yet,plan_to_make_money,markets,beautyshot_picture,packshot_picture,additional_pictures,video_url,video_password,ibp_url,mybrands_url,press_url,is_needing_financial_update,is_active,brand_old_id,financial_graph_picture
79322,"CHIVAS REGAL XV",2017-11-14,2018-10-16,433,2018-07-01,2017-11-14,5,3,2,0,0,3,3,1,4,72,"Scotch Whisky",0,0,,1,"Chivas Regal XV taps into  the rapidly growing and dynamic celebration MOC  ( +12% CACG 12-16). This MOC represents 11% value share of the high value scotch segment (Scotch priced at $55 USD / L and above). Currently we have only a 0.3% share but the CM opportunity is circa 20M euros. Johnnie Walker Gold label currently holds a strong position in this MOC  (437k 9Lc  +14ppt MS 11-15), along with Champagne,  high end cognac and vodka",,"Chivas Regal XV brings together two critical elements for our target consumer by allowing consumers to stand out but in a credible/less superficial manner as it marries impressive packaging (gold bottle in on trade) with credible product credentials i.e. 15 YO age statement and exclusive Selective Grande Champagne Cognac cask finish.    ","First Scotch Whisky designed truly for moments of celebration with  friends and family bringing substance (Selective Grande Champagne finish , 15YO) and celebration cues (XV graffiti style and Gold bottle for the on trade) together  ","Impress in moments of family and friends focused celeberation",,"This MOC represents 11% value share of the high value scotch segment (Scotch priced at $55 USD / L and above) and is growing at +12% CACG 12-16. Currently we only tap into 0.3% of this opportunity while JW Gold  has near to 450K 9lc already.","ESCOCIA WITH LOVE ","Clear bottle/box for off & Gold bottle on trade","165 index to CR12 or + 5% to JW Gold","JW Gold , Champagne , Cognac and high end Vodka","Grande Champagne Cognac Finish",,,,,TBC,TBC,fast_growth,0,,[],5a86b8468f2f7_0.png,5a8aee9dd7a4f_0.png,"[""5a8aeed76464b_0.png""]",,,,,,0,1,33455,5b19046555ebe_0.png
94223,"CHIVAS REGAL, THE BLEND",2018-03-26,2018-10-16,1220,2016-10-02,2016-02-09,5,1,3,0,0,3,,,1,143,,0,0,,0,"Experiences are an engaging way to attract new consumers to try our brands. Consumers are willing to pay for experiences these days and this helps place a value on product. Engaging experiences help create advocates to the brand as well as creating a revenue stream to the business. This is a rising trend in the UK, and helps create a point of difference with competitors.  ",,,,"Chivas is a blended whisky which is the primary barriers the brand faces in the UK. This experience educates the value of blended whisky in an engaging way which taps into a the experience trend. ",,"Chivas the Blend taps into the modern gent demo, which in the UK is a large market. At present we have only managed to scratch the surface in two key cities. London and Manchester. We have opportunity in the whole of the UK",,,,,,,,,,,,fast_growth,1,"The Blend makes money from selling tickets to consumers, cocktails and an emporium to sell the full range of products. Each ticket ranges between £15-20 per ticket. To date The Blend has made around £250k in revenue from tickets and bar revenue since 2016",[],5aba533ac7a99_0.jpg,,[],,,,https://mybrands.pernod-ricard.com/chivas-regal/market-activations/blend-chivas-regal,N/A,1,1,33455,
81107,"CHURCH ROAD GWEN ROSE",2017-11-27,2018-10-16,405,2018-09-01,2017-11-27,2,3,2,0,0,1,4,2,1,81,Wine,0,0,,0,"There is strong growth in the Rosé category which is being fuelled by the super premium segments, globally and in New Zealand.",,"In fitting with the brands French heritage, we are launching a Provence style Rosé. This wine will be delicate and fresh, with a sophisticated and distinctive pack. Gwen Rosé is a tribute to the woman behind the man (Tom McDonald) of Church Road",,"Female Quality Appreciators are highly engaged knowledge seekers. They are discerning, appreciate and understand substance, craftsmanship and heritage and will pay a bit more for quality.",,"At an estimated $4.4M in CM growth by P21, Rose a major NZ opportunity. But PRNZ under-trade in Rose (11.7%) & only positioned to capture $0.4M of this growth. PRNZ virtually un-represented in >$15 ",,,,,,,,,,,,fast_growth,0,,[],5b0e64febc669_0.png,,[],,,,,,1,1,38986,5a1bf46d1742a_0.png
36641,"CINZANO SPRITZ ",2016-07-01,2018-10-16,338,2015-04-01,2014-09-01,5,3,2,0,0,2,2,3,5,80,RTD/RTS,0,0,,1,"Cinzano Spritz is a quick win complementary innovation for Pernod Ricard portfolio capturing the Aperol Spritz trend. ",,"Cinzano Spritz is a quick win innovation. It has been launched tactically in France with very low investments and is now a growth relay for Pernod with 700K€ CAAP. ","Cinzano Spritz is THE ready to drink answer to the famous Spritz cocktail need. Simple and convenient, Cinzano Spritz is the best solution to drink a tasty Spritz cocktail. ","I want to drink a good Spritz cocktail easily and quickly. No recipe to follow: the cocktail is always tasty without any bad surprise. ",,"We forecast a market Spritz market lead by Aperol of 2,5ML by 2018. Our objective is to reach 330KL = 13% of the market in 2018. ",RTD,"Off Trade","Index per liter 80 vs Aperol ","Aperol, Librespritz, Private labels",N/A,,,,,N/A,N/A,fast_growth,0,,"[""FR""]",58caba6a05118_0.jpg,5a1c1a8ca35c7_0.jpg,[],,,,,,0,1,33510,5b1a8c424eea5_0.png
36500,"CLAN CAMPBELL CONQUEST",2016-07-01,2018-10-16,302,1970-01-01,1970-01-01,7,3,2,0,0,0,,,1,96,,0,0,,0,,,,,,,,,,,,,,,,,,,fast_growth,0,,[],,,[],,,,,,0,1,33464,5a1bf4764a5aa_0.png
36392,"CLAN CAMPBELL DARK",2016-07-01,2018-10-16,314,2017-06-01,2015-10-01,4,3,2,0,0,3,,1,1,72,"Scotch Whisky",0,0,,1,,,"Clan Campbell Dark is a new & permanent line extension to Clan Campbell brand franchise.

Key objectives:
-Recruit the new generation of Clan Campbell consumers
-Nurture and strengthen Clan Campbell brand image

Description:
Selectively finished in Caribbean rum casks, Clan Campbell Dark is a true Blended Scotch Whisky perfectly balancing the character of Scotch Whisky with the sweet spiciness of rum.

Positionned at  115 vs. Clan Campbell The Noble.","Clan Campbell Dark, a Scotch whisky selectively finished in first-fill Carribbean rum casks. Inspired by the story of Scottish settlers who arrived in the Caribbean Archipelago in the 17th century.","In a society where men’s role is constantly reassessed, I want a whisky that helps me reaffirm my masculinity and a place in society.",,"Trade-up opportunity from Clan Campbell original drinker. Drinkers from key competitors: Jack Daniel's, William Lawson, J&B, William Peel and Grant's",,,,,,,,,,,,fast_growth,0,,"[""FR""]",5a85b88f269a4_0.png,5a1c29ae33eb6_0.png,"[""582f17f4059ec_0.jpg"",""58cabb0b5c8e6_0.jpg"",""58d396e0adcf2_0.png"",""58d39ffb2484d_0.png"",""58d3a0512d0bb_0.png""]",,,,,,0,1,33511,5b190245062dd_0.png
36645,"COCKTAILS ON TAP",2016-07-01,2018-10-16,297,2016-11-01,2015-08-01,7,2,2,1,0,0,,,1,83,,0,0,,0,,,"Cocktails on tap was developed to overcome an issue that many bars and festival venues face around the world...Cocktail service require time, skill and know how - attributes that many bar/festival operators do not have.
Cocktails on tap delivers high quality, consistent cocktails at the same speed it takes to pour a beer. Consumers love this concept because we are providing high quality cocktails during occasions that are traditionally dominated by beer, cider and wine (i.e mainstream/premium bars and festivals).",,,,,,,,,,,,,,,,slow_build,0,,"[""US"",""CA"",""CN"",""GB"",""AU"",""NZ""]",7e45c84ce8548e7eea5d3925f7d85c9c24dc894f_0.jpg,,[],,,,,,0,1,,5a78932fb2d60_0.png
112720,"CONNECTED BOTTLES",2018-05-29,2018-10-16,1339,2020-01-01,2016-09-01,3,1,2,0,0,8,,,1,97,Rum,0,0,,0,,,,,,,,,,,,,,,,,,,fast_growth,0,,"[""GB"",""NL"",""DE""]",5b0d5b85cead9_0.jpg,,[],,,,,,1,1,33460,
115893,"COOL HARVEST SLIMLINE",2018-06-01,2018-10-16,1322,2018-11-05,2018-05-11,2,1,2,0,0,2,4,,1,81,Wine,0,0,,0,"Capitalise on the growing macro trend for convenience packaging to extend the brand to more occasions",,"New s250ml slimline format with a cool, fresh and modern take on Cool Harvest range",,"Always on the go, looking for wines that deliver quality and cool factor",,"n a span of 10 months category grew from 2 to 12 SKUs, Due to novelty of wine in cans format, category is not yet readily available ",,,,,,,,,,,,fast_growth,0,,[],5b10c28508e81_0.png,,[],,,,,,1,1,33459,
121149,"COUREUR DES BOIS - CABOT TRAIL",2018-08-23,2018-10-16,1398,2008-09-01,2008-08-27,5,1,2,0,0,1,4,2,5,73,Liqueurs,0,0,,0,"Take a big bite out of Bailey's!! Cabot Trail Maple Cream is an authentic Canadian cream liqueur that marries the richness of pure, premium‘Grade A’ Canadian maple syrup with fresh cream and a special blend of dark rum and grain spirit. Launched in Quebec in 2008, it sold 4,000 cases. Ten years later, it’s a 30,000+ case brand, and a Gold medal winner at the 2018 World Spirit Awards and the fastest-growing brand in its category.",,"Cabot Trail, or as it’s known in Quebec: Coureur DesBois, may be a product that’s only around a decade old,but its name links back to the very roots of Canada . The original term ‘coureur des bois’ (translation:runner of the woods) refers to the independent andentrepreneurial French-Canadian traders who venturedinto unsettled areas of the country to trade animalpelts. These expeditions were part of the beginning ofthe fur trade in the North American interior.Less easy to pronounce if you don’t ‘parle français’, the product is called Cabot Trail","Who doesn't like Maple ! Made from Grade A Maple Cream and the freshest cream you can't get more Canadian that this!","Cabot Trail, Coureur des Bois cream is just a delicious cream liqueur to be enjoyed with a hot or cold coffee, with an ice cream or on it's own!",,"There’s a huge opportunity for Cabot Trail. The cream liqueur business represents one million cases across Canada and is huge in the world!","Cabot Trail Coffee / Café Québécois","Retail & On Trade",103,"Amarula & Baileys",,,5babe1062b2f7_0.jpg,,,"Most consumers think of drinking cream liqueur around the winter holidays, but we want to deseasonalize the brand so people consider it all year round,”","New Coureur des Bois and Cabot Trail branded mugs!",slow_build,0,,[],5bbf4db9dffba_0.jpeg,5bbf4dc97d0f2_0.jpeg,[],,,,,,0,1,121237,5bbcca967e443_0.png
36549,"CRIOLLO LIQUEURS",2016-07-01,2018-10-16,744,2013-09-01,2013-10-01,7,3,2,0,0,0,,,1,73,,0,0,,0,,,"Criollo, a premium chocolate liqueur made from the rare Criollo cocoa bean to appeal to the younger female palate. Criollo Chocolate Sea Salted Caramel is sweet and syrupy at first and then the salt and buttery caramel kick in followed by a subtle chocolate finish.  The latest edition, Criollo Bourbon Dark Chocolate, offers aromas of chocolate brownie, kirsch, crème caramel, and baking spices. It is intensely flavoured with chocolate dominating on a medium-bodied and smooth palate. This sweet specialty is a perfect finish to a fabulous dinner.",,,,,,,,,,,,,,,,slow_build,0,,"[""CA""]",7b0127017cd7eefd1ce843f5afc31f769fc78c9e_0.jpg,,[],,,,,,0,1,33490,5a2e5aebbe208_0.png
36591,"CRISP ROSE",2016-07-01,2018-10-16,405,2016-03-01,2015-09-08,8,3,2,0,0,0,,,1,81,,0,0,,0,,,"A new Jacob’s Creek Classic lighter style rose, dry, crisp and more mineral, inspired by Provence Rose
",,,,,,,,,,,,,,,,fast_growth,0,,[],43bb5b9d87d6103654bf9188d2c9211f97747bb8_0.jpg,,[],,,,,,0,1,33459,5a37e44ea1479_0.png
59493,"CROWN JEWEL",2016-11-24,2018-10-16,564,2015-10-06,2015-03-02,8,3,2,0,0,1,,,1,177,Gin,0,0,,0,"A sister gin to Beefeater, Crown Jewel was originally launched in 1993 and became a favourite by virtue of its potency and intense aromatic palate. Discontinued in 2009, it was relaunched in 2015, made to the same recipe as Beefeater Original, but with the use of grapefruit as a botanical and a higher bottling strength.",,"Beefeater Crown Jewel is renowned for its exceptional mixability, with an intense aromatic palate and unequalled strength of 50% ABV. Produced in small batches, this refined gin uses the same original recipe that launched the product in 1993 and built the expression’s popularity even after its discontinuation.  Beefeater Crown Jewel incorporates Beefeater’s nine classic botanicals, with the addition of grapefruit, imparting crisp citrus notes. We expect the limited edition relaunch to inspire bartenders around the world, encouraging existing fans and those that are yet to experience Beefeater Crown Jewel, to develop iconic cocktails with it.","A gin for experts - a car analogue would make this the Lexus to Beefeater Dry's Toyota",,,,,,,,,,,,,,,fast_growth,0,,"[""GB"",""US""]",5a1ffe3c74839_0.jpg,,[],,,,,,0,1,33452,5a205060e224e_0.png
36642,"CUSENIER DESSERTS",2016-07-01,2018-10-16,325,2018-10-16,2018-10-16,3,3,2,0,0,8,,,1,82,Liqueurs,0,0,,0,,,"The quality and taste of Cusenier Desserts comes from the proper application of production techniques, which combine industrial technology and the traditional craft recipe. ",,,,,,,,,,,,,,,,fast_growth,0,,[],,,[],,,,,,1,1,33513,5a1bf49cc5c56_0.png
84520,"D-LIGHT BY IMPERIAL",2017-11-29,2018-10-16,942,1970-01-01,2017-11-06,7,3,2,0,0,7,,,1,89,"Non-Scotch Whisky",0,0,,0,,,"Casual low ABV whisky based spirits targeted to 20-30 consumers",,,,,,,,,,,,,,,,fast_growth,0,,"[""KR""]",5a1fc0d70dcb1_0.png,5a1fc19fde38b_0.png,"[""5a1fc36900e3a_0.png""]",,,,,,0,1,33476,5a74994f4e8c3_0.png
36405,DEADBOLT,2016-07-01,2018-10-16,322,2012-10-01,2012-04-04,7,3,2,1,0,0,,,1,81,,0,0,,0,,,"Launch a US New To World Red & White Blend capitalising on the emerging and profitable irreverent wine category",,,,,,,,,,,,,,,,fast_growth,0,,"[""US""]",529906cbafe199200cd56d0d0f4247d2346c1bfb_0.jpg,,[],,,,,,0,1,33475,5a1bf4a2d38ab_0.png
79451,"DEL MAGUEY",2017-11-15,2018-10-16,1348,2017-08-02,2017-08-01,5,3,2,0,0,1,4,2,5,75,Other,0,0,,1,"Mezcal has seen a meteoric rise on a global scale in recent years but particularly in the US, and Del Maguey is currently positioned as the US category leader with a unique and respected artisanal product, reinforcing PR's premiumisation strategy and expanding our agave portfolio.",,"Del Maguey pioneered the Single Village classification, providing previously unavailable 100% certified organic, artisanal mezcal, produced the original handcrafted way by Zapotecan palenqueros,","Hand-crafted, Single Village mezcal with a focus on locally sourced ingredients, traditional production methods, and sustainability","Del Maguey is a more traditional expression of an agave spirit, made in places with varying micro-climates and terroir to give each creation its own unique, rich, sweet and smoky character",,"Del Maguey is the largest US mezcal brand, currently 24% of the US mezcal market as of 2016. The US mezcal market grew at a 32.8% CAGR from 2012-16, and is expected to more than double in the next five years.","Neat served in a copita","Premium cocktail bars","120 vs El Silencio","El Silencio, Montelobos, Ilegal",Oaxaca,,,,,,,slow_build,0,,"[""MX"",""US"",""AU"",""NZ"",""DE"",""IT"",""NL"",""ES"",""GB"",""FR""]",5a282a9947d3b_0.jpg,5a282ad26f1b4_0.jpg,[],,,,,,0,1,92676,5b1151133be0b_0.png
113114,DEUCE,2018-05-30,2018-10-16,465,2018-11-01,2018-03-01,2,1,2,0,0,8,,,1,81,Wine,0,0,,0,,,"Project Deuce will create a new Pinot range under Jacob's Creek consisting of a Pinot Noir and a Pinot Grigio from premium cool climate regions. This range provides an opportunity to take share in the $15-$20 segment and will deliver on the premiumisation strategy of PRA's Roadmap 2020. At this stage, it will be a retailer exclusive (EDG) proposition only.",,"Pinot Noir continues to rupture in Australia with premium brackets driving growth as consumers look to drink better.",,"Premium wine competitors in Australia offering Pinot Noir from cool climate regions.",,,,,,,,,,,,fast_growth,0,,[],5b0e396d596d6_0.jpg,,[],,,,,,1,1,33459,
37656,"DIRECT SALES NETWORK",2016-08-30,2018-10-16,482,2012-09-01,2012-07-01,5,4,3,0,0,2,,,1,139,,0,0,,0,"Its a new sales and marketing channel,  based in personal Consultant´s network with sales objetives.This channel allows us  to build consumer engagement. We have faithful and trained consultants in our brands.It’s a good innovation because : It’s a new way to reach the consumer,to build consumer engagement, brand advocacy and growth sales. In november 2017, we launched the web platform to place orders and to invite costumers to buy.",,"Do we believe in the power of personal connections?Do we believe in the power of making a new friend every day?Do we believe in the power of passion, pride and commitment?In PR Colombia we truly believe in the strength and magic of this three powers, they are a special source of energy, they make us special and different and they are important tools to change the rules of the game. For this, 4 years ago , we created a new channel based in Consultants with his personal connections, the new way to give our consumers a diferent experience. ","Benefits Fort the consumers:•         Personalized solutions from trusted contacts•         Good price•         Great products•         Personal experience and asesoring•         Personal Experience with ours brands•         Payment credit o debit ","Through this model, we are giving our consumers a personalized service in its own environment by a friend or a family member, who is an ambassador of our brands",,"The Direct Sales Channel today is the 1,5% of PRC sales, in 2021, the channel will grow to be the 3% orf PRC sales.",,,,,,,,,,,,slow_build,0,,"[""DF3"",""CL"",""PE"",""MX""]",5a272dfe8d365_0.png,5a272bc7aba31_0.png,"[""57cdc8ebbfffb_0.jpg"",""57d142d97e631_0.jpg"",""57d142e48d0ea_0.jpg""]",,,https://www.drinksandcommunity.co/customer/sso/login/,,,1,1,33467,5a2e626e6e888_0.png
